Dataset Name,Comment [Image File Path],Characteristics [Organism],Characteristics [Strain],Characteristics [Mating Type],Characteristics [Genotype],Assay Name,Experimental Condition [Treatment],Experimental Condition [Genotype],Comment [Gene Annotation Comments],Channels,Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Term Source Accession
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos4,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos5,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos6,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos7,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos8,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos9,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos10,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos11,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos12,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos13,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos14,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos15,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos16,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos17,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos18,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos19,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos20,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos21,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos22,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos23,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos24,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos25,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos26,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos27,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos28,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos29,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos30,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos31,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos32,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos33,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos34,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos35,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos36,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos37,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos38,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,3176/Pos39,Saccharomyces cerevisiae,YSP642,mating type a,pAGA1-dPSTRY; pAGA1-dPSTRR; Histone-CFP,YSP642_AGA1y_AGA1r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNR044W,AGA1,AGA1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos0,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos1,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos2,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos3,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos4,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos5,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos6,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos7,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos8,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos9,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos10,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos11,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,3169/Pos12,Saccharomyces cerevisiae,YDA306,mating type a,pAGA1-dPSTRY; pPRM1-dPSTRR; Histone-CFP,YDA306_AGA1y_PRM1r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pPRM1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM1-dPSTR; BF1: Brightfield out of focus,YNR044W,YNL279W,AGA1,PRM1,EFO_0001275
